SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC13,SC14,SC15,SC16,SC17,SC18,SC19,SC20,SC21,SC22,SC23,SC24,SC25,SC26,SC27,SC28,SC29,SC30,SC31,SC32,SC33,SC34,SC35,SC36,SC37,SC38,SC39,SC40,SC41,AVERAGE
46.0,47.0,52.0,46.0,33.0,30.0,30.0,12.0,24.0,48.0,45.0,51.0,32.0,45.0,55.0,54.0,25.0,46.0,45.0,50.0,56.0,42.0,46.0,50.0,36.0,53.0,44.0,27.0,23.0,44.0,35.0,47.0,20.0,51.0,40.0,21.0,61.0,27.0,45.0,38.0,53.0,40.9
40.0,50.0,29.0,29.0,35.0,37.0,40.0,45.0,60.0,22.0,46.0,40.0,40.0,31.0,60.0,33.0,42.0,35.0,45.0,52.0,59.0,56.0,50.0,40.0,49.0,60.0,42.0,48.0,47.0,13.0,23.0,45.0,36.0,37.0,47.0,40.0,56.0,51.0,45.0,52.0,1.5,41.7
55.0,45.0,51.0,45.0,37.0,54.0,51.0,50.0,60.0,43.0,45.0,45.0,57.0,39.0,45.0,51.0,48.0,51.0,58.0,55.0,51.0,67.0,55.0,47.0,55.0,51.0,56.0,30.0,27.0,42.0,35.0,40.0,51.0,53.0,46.0,36.0,43.0,79.0,37.0,45.0,46.0,48.2
65.0,65.0,67.0,51.0,52.0,46.0,50.0,48.0,60.0,50.0,51.0,56.0,42.0,40.0,42.0,41.0,46.0,35.0,52.0,40.0,28.0,45.0,46.0,46.0,52.0,63.0,42.0,45.0,33.0,74.0,46.0,46.0,45.0,45.0,42.0,51.0,51.0,51.0,25.0,45.0,55.0,48.2
48.0,58.0,55.0,44.0,65.0,50.0,40.0,55.0,70.0,42.0,61.0,54.0,47.0,53.0,50.0,55.0,56.0,70.0,71.0,58.0,53.0,51.0,66.0,65.0,60.0,50.0,51.0,27.0,24.0,72.0,29.0,40.0,43.0,50.0,56.0,61.0,41.0,55.0,64.0,2.8,47.8,51.5
29.0,53.0,31.0,41.0,55.0,34.0,53.0,56.0,60.0,32.0,60.0,31.0,47.0,50.0,50.0,48.0,30.0,53.0,38.0,54.0,52.0,56.0,58.0,50.0,61.0,57.0,58.0,42.0,62.0,50.0,41.0,70.0,51.0,40.0,60.0,65.0,44.0,42.0,40.0,53.0,2.2,47.8
0.0,72.0,69.0,61.0,43.0,58.0,60.0,37.0,53.0,37.0,21.0,51.0,70.0,61.0,45.0,60.0,45.0,56.0,61.0,44.0,81.0,60.0,50.0,61.0,70.0,80.0,70.0,61.0,63.0,71.0,62.0,35.0,74.0,70.0,84.0,71.0,63.0,82.0,76.0,75.0,45.0,58.7
69.0,64.0,78.0,66.0,50.0,75.0,72.0,65.0,61.0,38.0,61.0,74.0,71.0,50.0,50.0,58.0,78.0,82.0,54.0,75.0,48.0,53.0,70.0,62.0,54.0,65.0,75.0,71.0,33.0,45.0,61.0,57.0,54.0,57.0,45.0,74.0,68.0,65.0,47.0,60.0,55.0,61.2
35.0,45.0,50.0,45.0,62.0,48.0,53.0,45.0,46.0,45.0,45.0,64.0,25.0,47.0,57.0,32.0,43.0,45.0,16.0,23.0,5.0,9.0,42.0,21.0,45.0,60.0,19.0,43.0,43.0,50.0,48.0,44.0,59.0,58.0,31.0,47.0,51.0,46.0,23.0,37.0,50.0,41.5
55.0,50.0,54.0,45.0,33.0,53.0,51.0,28.0,47.0,48.0,31.0,28.0,50.0,36.0,25.0,60.0,33.0,64.0,50.0,31.0,55.0,38.0,46.0,55.0,60.0,45.0,43.0,31.0,29.0,40.0,46.0,57.0,40.0,53.0,52.0,47.0,26.0,80.0,37.0,53.0,68.0,45.7
47.0,50.0,52.0,45.0,30.0,60.0,45.0,37.0,40.0,49.0,45.0,38.0,33.0,37.0,52.0,50.0,37.0,55.0,52.0,50.0,37.0,53.0,64.0,61.0,41.0,40.0,42.0,40.0,45.0,50.0,61.0,40.0,45.0,48.0,48.0,50.0,60.0,41.0,34.0,47.0,62.0,46.7
48.0,52.0,45.0,57.0,73.0,39.0,45.0,54.0,57.0,64.0,34.0,45.0,50.0,51.0,45.0,39.0,28.0,31.0,48.0,66.0,68.0,45.0,41.0,58.0,67.0,60.0,46.0,45.0,45.0,50.0,61.0,58.0,78.0,45.0,45.0,53.0,64.0,60.0,53.0,45.0,45.0,51.3
47.0,45.0,55.0,52.0,51.0,70.0,73.0,41.0,71.0,44.0,87.0,57.0,71.0,58.0,60.0,60.0,54.0,51.0,44.0,70.0,74.0,74.0,64.0,73.0,76.0,86.0,47.0,73.0,40.0,60.0,55.0,46.0,55.0,72.0,69.0,61.0,64.0,67.0,3.5,49.3,47.8,59.0
63.0,57.0,38.0,65.0,46.0,7.0,50.0,24.0,50.0,18.0,43.0,46.0,50.0,51.0,60.0,48.0,57.0,66.0,55.0,50.0,51.0,55.0,65.0,46.0,73.0,63.0,80.0,62.0,51.0,61.0,60.0,55.0,57.0,77.0,55.0,71.0,66.0,66.0,74.0,63.0,50.0,54.8
47.0,57.0,45.0,55.0,47.0,50.0,58.0,55.0,50.0,55.0,61.0,40.0,45.0,51.0,64.0,46.0,25.0,45.0,50.0,44.0,43.0,32.0,27.0,51.0,48.0,47.0,46.0,51.0,61.0,56.0,48.0,45.0,53.0,62.0,52.0,28.0,73.0,45.0,45.0,73.0,68.0,49.9
74.0,59.0,68.0,30.0,52.0,37.0,46.0,36.0,38.0,47.0,56.0,45.0,33.0,45.0,54.0,50.0,45.0,36.0,69.0,61.0,50.0,38.0,56.0,58.0,83.0,56.0,46.0,60.0,60.0,63.0,62.0,49.0,58.0,45.0,56.0,65.0,65.0,54.0,26.0,47.0,58.0,52.1
51.0,51.0,51.0,49.0,62.0,63.0,45.0,37.0,40.0,51.0,38.0,30.0,39.0,52.0,19.0,45.0,35.0,32.0,28.0,25.0,68.0,70.0,31.0,46.0,50.0,60.0,77.0,45.0,45.0,45.0,66.0,45.0,51.0,63.0,65.0,50.0,64.0,62.0,61.0,70.0,0.0,48.2
44.0,51.0,48.0,63.0,45.0,34.0,51.0,39.0,30.0,18.0,45.0,65.0,27.0,25.0,24.0,45.0,33.0,28.0,42.0,45.0,47.0,47.0,41.0,25.0,54.0,26.0,17.0,29.0,50.0,14.0,46.0,45.0,45.0,45.0,45.0,50.0,61.0,36.0,31.0,30.0,56.0,40.0
58.0,36.0,31.0,45.0,36.0,38.0,38.0,46.0,23.0,32.0,46.0,27.0,27.0,28.0,34.0,31.0,64.0,30.0,35.0,39.0,23.0,34.0,45.0,53.0,28.0,51.0,30.0,33.0,43.0,34.0,32.0,27.0,25.0,35.0,56.0,55.0,52.0,47.0,51.0,45.0,48.0,38.8
68.0,63.0,60.0,54.0,68.0,62.0,50.0,78.0,65.0,63.0,70.0,62.0,70.0,81.0,67.0,46.0,62.0,76.0,50.0,67.0,69.0,77.0,68.0,48.0,52.0,80.0,62.0,67.0,57.0,46.0,76.0,3.9,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,59.4
40.0,54.0,44.0,45.0,30.0,45.0,51.0,32.0,65.0,44.0,52.0,52.0,19.0,50.0,38.0,54.0,48.0,54.0,60.0,38.0,45.0,52.0,50.0,53.0,50.0,43.0,52.0,66.0,48.0,40.0,47.0,52.0,52.0,40.0,53.0,58.0,47.0,45.0,70.0,30.0,45.0,47.6
24.0,58.0,40.0,58.0,40.0,13.0,45.0,71.0,63.0,24.0,28.0,45.0,48.0,50.0,37.0,67.0,54.0,41.0,36.0,46.0,45.0,40.0,48.0,1.9,52.6,53.4,50.5,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,45.9
53.0,63.0,47.0,58.0,46.0,27.0,37.0,45.0,52.0,51.0,43.0,50.0,50.0,14.0,45.0,45.0,45.0,32.0,45.0,52.0,58.0,48.0,50.0,60.0,54.0,50.0,64.0,65.0,50.0,51.0,60.0,46.0,60.0,50.0,50.0,45.0,54.0,74.0,55.0,46.0,50.0,49.8
68.0,56.0,62.0,75.0,58.0,65.0,55.0,45.0,60.0,33.0,61.0,70.0,31.0,45.0,31.0,50.0,37.0,31.0,61.0,33.0,56.0,41.0,60.0,60.0,45.0,50.0,65.0,45.0,56.0,70.0,51.0,60.0,46.0,52.0,64.0,67.0,68.0,55.0,32.0,45.0,50.0,52.8
78.0,30.0,39.0,40.0,45.0,46.0,71.0,46.0,60.0,60.0,51.0,21.0,13.0,70.0,30.0,25.0,18.0,46.0,85.0,32.0,45.0,45.0,2.1,52.8,52.6,53.4,50.5,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,46.6
66.0,63.0,50.0,52.0,72.0,53.0,65.0,48.0,58.0,34.0,52.0,75.0,56.0,56.0,84.0,80.0,58.0,62.0,66.0,66.0,78.0,57.0,51.0,64.0,68.0,72.0,62.0,81.0,51.0,46.0,67.0,3.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,57.7
55.0,58.0,74.0,50.0,57.0,45.0,75.0,70.0,63.0,60.0,63.0,65.0,70.0,51.0,56.0,64.0,63.0,71.0,71.0,60.0,55.0,67.0,73.0,71.0,70.0,52.0,45.0,60.0,58.0,64.0,55.0,67.0,77.0,70.0,45.0,57.0,72.0,70.0,55.0,58.0,62.0,62.0
63.0,64.0,67.0,76.0,75.0,67.0,70.0,64.0,77.0,65.0,95.0,67.0,81.0,83.0,60.0,82.0,70.0,75.0,75.0,79.0,80.0,77.0,67.0,85.0,86.0,65.0,78.0,75.0,79.0,80.0,71.0,51.0,81.0,60.0,71.0,78.0,70.0,59.0,68.0,63.0,4.6,70.8
60.0,60.0,61.0,45.0,81.0,70.0,64.0,50.0,64.0,52.0,45.0,40.0,45.0,45.0,46.0,56.0,58.0,46.0,0.0,58.0,47.0,43.0,55.0,50.0,41.0,44.0,60.0,40.0,40.0,41.0,50.0,46.0,50.0,54.0,48.0,40.0,71.0,46.0,45.0,46.0,47.0,50.0
24.0,46.0,30.0,26.0,43.0,45.0,18.0,43.0,65.0,31.0,50.0,31.0,40.0,12.0,17.0,48.0,45.0,47.0,45.0,40.0,45.0,45.0,41.0,58.0,64.0,53.0,44.0,50.0,45.0,22.0,70.0,25.0,36.0,45.0,47.0,55.0,41.0,40.0,45.0,46.0,1.6,40.6
51.0,48.0,45.0,27.0,38.0,48.0,10.0,39.0,83.0,40.0,21.0,46.0,39.0,44.0,30.0,60.0,47.0,40.0,48.0,38.0,24.0,23.0,60.0,56.0,51.0,8.0,45.0,34.0,60.0,45.0,52.0,20.0,46.0,1.6,49.7,50.8,51.2,51.4,48.3,49.3,47.8,41.9
45.0,64.0,71.0,40.0,53.0,42.0,40.0,68.0,46.0,72.0,52.0,45.0,41.0,51.0,48.0,51.0,51.0,51.0,43.0,45.0,28.0,50.0,46.0,2.5,52.6,53.4,50.5,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,48.9
54.0,56.0,52.0,54.0,48.0,45.0,48.0,27.0,65.0,24.0,57.0,81.0,60.0,54.0,68.0,46.0,40.0,58.0,68.0,54.0,64.0,55.0,60.0,62.0,66.0,50.0,62.0,50.0,45.0,50.0,52.0,50.0,72.0,48.0,55.0,45.0,58.0,51.0,63.0,73.0,24.0,54.0
61.0,78.0,75.0,45.0,60.0,46.0,60.0,41.0,77.0,40.0,81.0,41.0,42.0,51.0,48.0,53.0,42.0,71.0,68.0,67.0,51.0,55.0,69.0,62.0,72.0,84.0,82.0,52.0,50.0,78.0,45.0,65.0,48.0,61.0,86.0,66.0,62.0,68.0,68.0,3.4,47.8,59.1
60.0,66.0,64.0,51.0,52.0,45.0,68.0,45.0,50.0,34.0,45.0,25.0,23.0,57.0,24.0,55.0,60.0,57.0,64.0,62.0,52.0,40.0,55.0,50.0,48.0,53.0,58.0,40.0,30.0,45.0,27.0,78.0,27.0,65.0,50.0,47.0,74.0,37.0,0.0,48.0,45.0,48.2
58.0,50.0,60.0,55.0,47.0,58.0,45.0,50.0,51.0,45.0,62.0,61.0,31.0,26.0,32.0,45.0,36.0,24.0,39.0,60.0,45.0,32.0,56.0,50.0,41.0,50.0,68.0,14.0,24.0,50.0,37.0,31.0,70.0,60.0,36.0,63.0,54.0,45.0,45.0,45.0,45.0,46.2
56.0,61.0,16.0,80.0,46.0,55.0,32.0,49.0,24.0,41.0,56.0,48.0,45.0,47.0,53.0,50.0,46.0,48.0,33.0,58.0,50.0,46.0,45.0,54.0,40.0,40.0,53.0,66.0,40.0,71.0,43.0,40.0,50.0,73.0,59.0,29.0,34.0,64.0,43.0,56.0,47.0,48.5
53.0,64.0,60.0,45.0,81.0,45.0,36.0,35.0,66.0,45.0,57.0,35.0,45.0,46.0,45.0,45.0,51.0,54.0,50.0,60.0,38.0,42.0,61.0,50.0,43.0,45.0,40.0,79.0,40.0,22.0,23.0,67.0,40.0,44.0,60.0,41.0,34.0,45.0,45.0,45.0,62.0,48.4
57.0,66.0,58.0,55.0,81.0,63.0,31.0,48.0,75.0,40.0,43.0,76.0,25.0,46.0,47.0,66.0,30.0,43.0,61.0,30.0,40.0,47.0,23.0,58.0,58.0,69.0,54.0,47.0,61.0,61.0,45.0,45.0,43.0,16.0,61.0,46.0,22.0,50.0,55.0,48.0,0.0,48.5
60.0,78.0,45.0,70.0,58.0,65.0,82.0,57.0,45.0,47.0,47.0,45.0,51.0,62.0,45.0,60.0,52.0,53.0,61.0,60.0,45.0,48.0,43.0,53.0,86.0,48.0,45.0,76.0,42.0,40.0,51.0,50.0,72.0,40.0,45.0,60.0,50.0,61.0,47.0,48.0,41.0,54.5
44.0,69.0,45.0,61.0,63.0,50.0,45.0,51.0,44.0,56.0,61.0,73.0,54.0,29.0,49.0,50.0,46.0,52.0,51.0,82.0,60.0,62.0,50.0,65.0,64.0,80.0,53.0,67.0,45.0,70.0,58.0,71.0,48.0,57.0,62.0,51.0,70.0,65.0,53.0,45.0,50.0,56.6
60.0,87.0,70.0,75.0,78.0,64.0,70.0,76.0,73.0,70.0,75.0,72.0,91.0,75.0,64.0,91.0,72.0,57.0,53.0,56.0,70.0,59.0,60.0,61.0,65.0,84.0,67.0,60.0,59.0,73.0,77.0,77.0,67.0,77.0,71.0,83.0,91.0,62.0,58.0,76.0,87.0,71.0
59.0,80.0,63.0,72.0,64.0,60.0,60.0,57.0,71.0,42.0,54.0,53.0,52.0,57.0,46.0,45.0,47.0,58.0,76.0,60.0,61.0,42.0,74.0,60.0,84.0,75.0,45.0,60.0,67.0,70.0,57.0,65.0,68.0,50.0,50.0,62.0,71.0,61.0,45.0,60.0,57.0,60.0
60.0,67.0,48.0,48.0,63.0,60.0,50.0,56.0,87.0,50.0,52.0,47.0,23.0,50.0,56.0,44.0,63.0,53.0,67.0,30.0,57.0,50.0,51.0,44.0,33.0,75.0,52.0,60.0,62.0,69.0,61.0,59.0,64.0,40.0,52.0,47.0,37.0,75.0,56.0,56.0,77.0,54.9
59.0,53.0,50.0,45.0,45.0,21.0,51.0,71.0,46.0,62.0,55.0,68.0,52.0,29.0,67.0,58.0,86.0,63.0,62.0,52.0,54.0,62.0,71.0,70.0,70.0,65.0,60.0,64.0,68.0,64.0,73.0,75.0,41.0,76.0,41.0,52.0,75.0,73.0,48.0,54.0,41.0,58.3
58.0,52.0,23.0,45.0,46.0,50.0,38.0,48.0,65.0,45.0,56.0,27.0,47.0,46.0,58.0,62.0,44.0,45.0,0.0,46.0,45.0,45.0,0.0,58.0,38.0,48.0,0.0,83.0,45.0,54.0,58.0,1.9,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,44.5
57.0,57.0,16.0,34.0,27.0,43.0,50.0,45.0,45.0,45.0,48.0,32.0,23.0,54.0,51.0,45.0,45.0,12.0,45.0,35.0,35.0,35.0,10.0,3.0,11.0,6.0,1.2,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,39.3
25.0,45.0,47.0,45.0,45.0,20.0,46.0,24.0,48.0,46.0,50.0,34.0,50.0,35.0,48.0,22.0,50.0,43.0,40.0,16.0,45.0,20.0,20.0,45.0,16.0,24.0,45.0,61.0,43.0,37.0,45.0,48.0,45.0,30.0,0.0,48.0,13.0,0.0,14.0,16.0,13.0,34.3
45.0,62.0,45.0,45.0,45.0,47.0,14.0,47.0,42.0,22.0,53.0,64.0,45.0,48.0,49.0,44.0,53.0,35.0,0.0,45.0,0.0,0.0,16.0,15.0,46.0,58.0,38.0,45.0,48.0,1.5,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,40.7
59.0,70.0,61.0,45.0,45.0,52.0,52.0,58.0,46.0,45.0,39.0,77.0,64.0,60.0,56.0,60.0,47.0,50.0,61.0,76.0,64.0,40.0,51.0,48.0,54.0,58.0,59.0,66.0,64.0,51.0,61.0,50.0,46.0,49.0,46.0,50.0,50.0,55.0,19.0,50.0,50.0,53.8
57.0,60.0,62.0,27.0,19.0,26.0,37.0,37.0,46.0,42.0,29.0,32.0,37.0,47.0,50.0,31.0,63.0,45.0,19.0,53.0,70.0,72.0,41.0,64.0,48.0,25.0,52.0,22.0,33.0,45.0,45.0,38.0,37.0,33.0,27.0,19.0,35.0,35.0,45.0,68.0,51.0,42.0
50.0,45.0,45.0,50.0,24.0,56.0,65.0,56.0,56.0,52.0,41.0,45.0,57.0,20.0,54.0,56.0,43.0,33.0,46.0,0.0,29.0,25.0,45.0,16.0,15.0,16.0,45.0,0.0,35.0,0.0,36.0,33.0,48.0,34.0,1.2,50.8,51.2,51.4,48.3,49.3,47.8,38.3
33.0,58.0,51.0,51.0,47.0,44.0,29.0,45.0,45.0,34.0,45.0,50.0,56.0,52.0,40.0,40.0,46.0,40.0,67.0,40.0,50.0,60.0,44.0,54.0,53.0,51.0,47.0,48.0,44.0,46.0,45.0,0.0,42.0,55.0,40.0,45.0,26.0,45.0,35.0,27.0,46.0,44.3
40.0,57.0,52.0,45.0,45.0,62.0,45.0,64.0,55.0,53.0,28.0,60.0,65.0,51.0,53.0,40.0,43.0,41.0,70.0,41.0,52.0,58.0,51.0,65.0,46.0,41.0,69.0,51.0,50.0,45.0,56.0,51.0,48.0,47.0,60.0,31.0,45.0,45.0,36.0,45.0,37.0,49.7
50.0,57.0,45.0,50.0,45.0,54.0,30.0,47.0,45.0,34.0,31.0,48.0,45.0,40.0,24.0,65.0,40.0,45.0,45.0,64.0,40.0,40.0,71.0,41.0,45.0,50.0,46.0,50.0,58.0,54.0,45.0,46.0,0.0,39.0,33.0,61.0,55.0,40.0,50.0,50.0,30.0,45.1
45.0,70.0,37.0,47.0,48.0,45.0,32.0,68.0,23.0,16.0,41.0,46.0,47.0,58.0,25.0,52.0,71.0,34.0,39.0,40.0,15.0,29.0,0.0,8.0,45.0,46.0,36.0,64.0,47.0,68.0,1.5,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,42.5
50.0,45.0,56.0,61.0,45.0,72.0,51.0,60.0,50.0,48.0,43.0,43.0,47.0,40.0,56.0,37.0,47.0,54.0,46.0,62.0,54.0,58.0,36.0,37.0,63.0,53.0,45.0,45.0,45.0,47.0,72.0,12.0,27.0,51.0,22.0,46.0,50.0,45.0,38.0,63.0,56.0,48.2
61.0,48.0,54.0,58.0,50.0,40.0,54.0,60.0,60.0,57.0,73.0,70.0,64.0,54.0,60.0,45.0,40.0,48.0,63.0,72.0,56.0,78.0,45.0,54.0,60.0,50.0,46.0,46.0,71.0,45.0,65.0,46.0,45.0,45.0,26.0,47.0,77.0,24.0,46.0,50.0,24.0,53.1
38.0,63.0,31.0,36.0,30.0,25.0,24.0,17.0,46.0,31.0,5.0,10.0,25.0,15.0,44.0,23.0,45.0,53.0,62.0,37.0,53.0,59.0,30.0,31.0,14.0,30.0,16.0,15.0,12.0,47.0,3.0,21.0,45.0,9.0,0.0,45.0,51.0,30.0,52.0,45.0,51.0,32.2
45.0,46.0,74.0,61.0,51.0,78.0,64.0,50.0,60.0,45.0,47.0,49.0,41.0,35.0,49.0,53.0,62.0,66.0,63.0,53.0,76.0,53.0,55.0,46.0,46.0,45.0,50.0,51.0,46.0,63.0,24.0,45.0,47.0,42.0,40.0,61.0,45.0,64.0,77.0,56.0,57.0,53.2
67.0,70.0,52.0,45.0,58.0,70.0,50.0,54.0,55.0,65.0,60.0,65.0,61.0,53.0,74.0,57.0,82.0,62.0,54.0,70.0,65.0,40.0,54.0,55.0,76.0,62.0,57.0,80.0,70.0,60.0,45.0,57.0,61.0,98.0,67.0,81.0,55.0,61.0,77.0,60.0,48.0,62.3
26.0,45.0,67.0,48.0,40.0,31.0,52.0,35.0,29.0,46.0,72.0,24.0,14.0,40.0,48.0,35.0,50.0,53.0,37.0,42.0,54.0,56.0,45.0,45.0,24.0,27.0,32.0,45.0,32.0,47.0,0.0,10.0,15.0,46.0,7.0,0.0,25.0,46.0,45.0,51.0,45.0,37.3
40.0,38.0,64.0,56.0,29.0,33.0,34.0,53.0,45.0,70.0,68.0,40.0,32.0,26.0,34.0,30.0,48.0,57.0,57.0,40.0,48.0,64.0,45.0,18.0,14.0,45.0,27.0,45.0,32.0,50.0,47.0,20.0,17.0,47.0,40.0,41.0,45.0,26.0,28.0,45.0,46.0,41.1
54.0,48.0,72.0,60.0,67.0,39.0,68.0,71.0,63.0,65.0,52.0,75.0,66.0,70.0,76.0,56.0,70.0,58.0,61.0,20.0,51.0,58.0,76.0,55.0,73.0,71.0,62.0,77.0,57.0,60.0,76.0,48.0,78.0,60.0,58.0,56.0,45.0,57.0,62.0,52.0,62.0,61.1
50.0,45.0,56.0,50.0,54.0,54.0,42.0,50.0,38.0,48.0,63.0,18.0,50.0,40.0,53.0,41.0,43.0,59.0,55.0,44.0,36.0,51.0,46.0,46.0,40.0,46.0,45.0,46.0,47.0,50.0,78.0,16.0,19.0,46.0,20.0,40.0,45.0,45.0,36.0,65.0,45.0,45.4
45.0,70.0,52.0,45.0,52.0,27.0,45.0,16.0,10.0,10.0,41.0,46.0,58.0,39.0,43.0,58.0,45.0,26.0,40.0,45.0,31.0,45.0,28.0,25.0,0.0,46.0,50.0,45.0,56.0,46.0,47.0,1.4,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,41.0
73.0,63.0,56.0,60.0,61.0,70.0,50.0,47.0,63.0,27.0,41.0,57.0,52.0,56.0,45.0,60.0,56.0,74.0,58.0,58.0,69.0,69.0,66.0,62.0,59.0,47.0,47.0,76.0,47.0,60.0,46.0,43.0,50.0,41.0,60.0,62.0,38.0,50.0,72.0,66.0,60.0,56.5
45.0,68.0,52.0,53.0,62.0,51.0,52.0,42.0,48.0,74.0,30.0,48.0,50.0,40.0,40.0,48.0,49.0,55.0,47.0,44.0,59.0,70.0,46.0,45.0,47.0,52.0,45.0,54.0,50.0,40.0,50.0,58.0,45.0,58.0,38.0,45.0,74.0,45.0,45.0,70.0,2.6,49.7
45.0,30.0,74.0,47.0,47.0,36.0,54.0,52.0,30.0,63.0,36.0,40.0,57.0,27.0,45.0,37.0,46.0,32.0,60.0,58.0,71.0,46.0,53.0,56.0,45.0,54.0,40.0,38.0,55.0,46.0,27.0,45.0,60.0,13.0,20.0,45.0,40.0,40.0,45.0,38.0,46.0,44.9
58.0,58.0,72.0,36.0,45.0,60.0,54.0,45.0,20.0,34.0,65.0,22.0,50.0,45.0,29.0,34.0,43.0,53.0,61.0,25.0,51.0,63.0,45.0,22.0,42.0,47.0,32.0,45.0,32.0,52.0,50.0,45.0,40.0,47.0,40.0,42.0,60.0,45.0,52.0,58.0,54.0,45.7
56.0,52.0,82.0,52.0,45.0,61.0,61.0,60.0,41.0,46.0,48.0,38.0,42.0,55.0,40.0,56.0,52.0,53.0,53.0,65.0,48.0,68.0,71.0,56.0,54.0,60.0,45.0,25.0,62.0,49.0,52.0,56.0,41.0,57.0,54.0,25.0,54.0,51.0,60.0,52.0,62.0,52.7
50.0,61.0,62.0,52.0,41.0,60.0,60.0,60.0,53.0,64.0,77.0,43.0,61.0,43.0,58.0,48.0,59.0,65.0,69.0,56.0,56.0,54.0,47.0,55.0,60.0,34.0,45.0,45.0,31.0,47.0,55.0,41.0,41.0,60.0,46.0,56.0,45.0,46.0,50.0,76.0,52.0,53.3
65.0,32.0,47.0,45.0,37.0,10.0,56.0,67.0,68.0,53.0,54.0,58.0,50.0,30.0,51.0,51.0,45.0,40.0,62.0,88.0,2.5,52.2,52.4,52.8,52.6,53.4,50.5,49.2,51.2,50.3,51.0,50.6,50.0,50.8,49.7,50.8,51.2,51.4,48.3,49.3,47.8,49.4
34.0,16.0,29.0,25.0,28.0,47.0,34.0,18.0,40.0,67.0,40.0,50.0,46.0,23.0,46.0,51.0,33.0,36.0,38.0,35.0,49.0,62.0,45.0,58.0,64.0,75.0,45.0,56.0,0.0,19.0,45.0,13.0,60.0,34.0,45.0,38.0,45.0,30.0,38.0,41.0,52.0,40.2
45.0,72.0,55.0,40.0,32.0,47.0,65.0,15.0,25.0,41.0,40.0,28.0,50.0,27.0,34.0,56.0,61.0,66.0,62.0,56.0,61.0,45.0,47.0,40.0,33.0,45.0,45.0,7.0,0.0,1.0,0.0,0.0,45.0,42.0,45.0,73.0,48.0,45.0,55.0,1.6,47.8,40.1
40.0,30.0,65.0,33.0,45.0,57.0,50.0,25.0,47.0,87.0,46.0,18.0,29.0,21.0,44.0,45.0,49.0,49.0,52.0,41.0,51.0,57.0,57.0,46.0,40.0,23.0,32.0,45.0,36.0,55.0,46.0,10.0,40.0,45.0,18.0,41.0,50.0,56.0,45.0,57.0,56.0,43.4
50.0,67.0,65.0,46.0,74.0,67.0,45.0,56.0,60.0,77.0,46.0,50.0,33.0,62.0,40.0,46.0,54.0,65.0,64.0,58.0,68.0,48.0,47.0,53.0,27.0,48.0,56.0,63.0,48.0,76.0,12.0,28.0,51.0,45.0,46.0,46.0,16.0,34.0,74.0,45.0,60.0,51.6
63.0,54.0,71.0,48.0,52.0,70.0,70.0,60.0,47.0,64.0,73.0,50.0,46.0,48.0,57.0,52.0,43.0,63.0,27.0,57.0,62.0,76.0,49.0,65.0,63.0,64.0,54.0,64.0,71.0,55.0,60.0,62.0,51.0,50.0,40.0,45.0,60.0,60.0,50.0,64.0,70.0,57.3
58.0,60.0,72.0,58.0,47.0,80.0,67.0,80.0,58.0,61.0,62.0,46.0,47.0,52.0,55.0,62.0,66.0,62.0,73.0,59.0,68.0,73.0,70.0,75.0,62.0,62.0,53.0,60.0,56.0,50.0,65.0,50.0,56.0,63.0,50.0,45.0,60.0,57.0,58.0,81.0,74.0,61.3
46.0,34.0,72.0,52.0,47.0,56.0,55.0,50.0,16.0,46.0,27.0,25.0,40.0,24.0,55.0,45.0,46.0,53.0,52.0,50.0,55.0,65.0,47.0,45.0,22.0,45.0,26.0,45.0,34.0,48.0,56.0,10.0,14.0,45.0,24.0,0.0,50.0,45.0,45.0,52.0,47.0,41.7
59.0,66.0,45.0,55.0,63.0,62.0,46.0,60.0,60.0,55.0,67.0,47.0,48.0,51.0,43.0,55.0,62.0,45.0,46.0,40.0,36.0,45.0,46.0,72.0,47.0,50.0,52.0,40.0,50.0,50.0,46.0,0.0,45.0,46.0,65.0,2.6,51.2,51.4,48.3,49.3,47.8,49.2
54.0,74.0,48.0,48.0,64.0,68.0,64.0,54.0,70.0,40.0,45.0,60.0,44.0,30.0,50.0,58.0,76.0,52.0,59.0,26.0,49.0,45.0,46.0,33.0,45.0,45.0,47.0,45.0,45.0,17.0,22.0,50.0,25.0,41.0,60.0,50.0,17.0,0.0,62.0,56.0,2.2,46.0
